"filename","transSC","transCrest"
"P3R28C002.wav",794.668705527731,2.62960426987161
"P3R28C004.wav",801.467591422795,2.54598757307649
"P3R16C005.wav",803.904061076852,2.81790625178936
"P3R26C002.wav",830.563291975245,2.58995725932245
"P3R26C005.wav",849.956204060384,2.67937728231064
"P3L55C001.wav",868.70188952558,2.64865092887504
"P3R26C001.wav",871.632637387225,2.55973487727814
"P3R28C003.wav",872.110150433553,3.31612651474686
"P3L64C006.wav",883.819907941859,3.02604189216996
"P3R28C006.wav",885.347484612356,2.80159183970729
"P3R26C007.wav",895.088921068255,2.82986073409482
"P3R16C002.wav",895.766600714913,2.7692878604718
"P3L66C002.wav",895.943503085845,2.73716035605062
"P3L66C001.wav",897.558904707155,3.15099440043875
"P3L64C004.wav",904.397076488801,3.04791447524791
"P3R16C003.wav",909.823801987171,3.20118106271248
"P3R26C003.wav",913.036997998544,3.02990944615168
"P3L53C001.wav",919.389300355245,2.77978295064075
"P3R28C001.wav",919.954130024164,2.98864598103376
"P3R16C004.wav",922.526333216337,3.8905481436219
"P3R26C006.wav",932.653905457205,2.7455472259035
"P3R16C006.wav",934.959702796126,3.10585125947864
"P3R28C005.wav",943.919146135175,3.06983005768542
"P3R26C004.wav",947.093250816394,2.78230849083704
"P3R16C008.wav",950.839829530725,2.95763797186278
"P3L66C007.wav",951.011215731835,2.9765588709742
"P3R28C007.wav",957.965010189471,2.89507297935287
"P3L55C002.wav",963.232157254923,3.11116329309448
"P3R16C009.wav",976.228156243607,3.00875956208557
"P3L66C004.wav",986.363335652351,2.92094473630332
"P3R26C008.wav",987.80720759702,3.1142083278619
"P3L55C003.wav",987.814778892189,2.93313173448145
"P3L64C003.wav",994.028966791147,3.05053906666167
"P3L53C004.wav",994.562406116198,3.35387088743792
"P3L66C003.wav",998.822406029592,3.32518977941472
"P3R16C010.wav",1006.74098939629,3.13976289214868
"P3L64C005.wav",1006.86539005017,3.13112504098884
"P3L53C002.wav",1016.86184677626,3.66520947776356
"P3L64C002.wav",1019.08873387973,3.11793398703465
"P3L66C006.wav",1021.85041900351,2.99334289824308
"P3L55C004.wav",1022.56321518806,2.98600010655994
"P3R26C009.wav",1024.23601380702,2.93118538236681
"P3R16C007.wav",1028.49895936596,3.08997113723594
"P3L53C007.wav",1036.79122045641,3.3889612062168
"P3L53C005.wav",1039.58460519617,3.58771217278478
"P3L55C005.wav",1042.56028266179,3.18635741848049
"P3L66C005.wav",1051.79126380901,2.99313195642222
"P3L64C001.wav",1052.06764589425,3.34462351085924
"P3L55C006.wav",1052.65538000048,3.2761597849005
"P3L53C003.wav",1062.42594970669,3.30356943609351
"P3L53C006.wav",1066.08385588554,3.28955640311305
"P3L64C008.wav",1070.68095958139,2.993685380987
"P3L64C007.wav",1091.41460446942,3.84908949777158
